turf_name,latitude,longitude,service_address,pk_site_id,service_area_hectare,neighbourhood_id,turf_id,is_active,created_at,modified_at,duration_for_580d,duration_for_72gm,580d,72gm,service_site_id,service_level_id
ROAD MEDIAN,53.55514767,-113.41853,50 ST-106-109A AVE,2769,0.686,6061,75251,TRUE,2017-04-25 20:10:17.267621+00,2017-04-25 20:10:17.27+00,0:00:00,2:17:12,0,0.686,11,900
BLVDs,53.46700039,-113.5282546,34 AVE 111 - 119 ST,2779,2.592,5220,76299,TRUE,2017-04-25 20:11:37.576115+00,2017-04-25 20:11:37.58+00,1:02:12,1:43:41,2.0736,0.5184,,900
Rutherford School/Park,53.42004531,-113.5343542,1331& 1333 RUTHERFORD ROAD,2783,3.152,5454,76300,TRUE,2017-04-25 20:11:37.647066+00,2017-04-25 20:11:37.65+00,1:24:00,1:10:24,2.8,0.352,,900
UTILITY LOT,53.54562052,-113.4191263,10322-50 ST,2797,0.029,6240,75252,TRUE,2017-04-25 20:10:17.342812+00,2017-04-25 20:10:17.34+00,0:00:00,0:05:48,\N,0.029,17,900
ROADWAY (BACK ALLEY),53.54443227,-113.4273885,EAST OF FULTON ROAD-BTWN-102A-103 AVE,2798,0.11,6240,75253,TRUE,2017-04-25 20:10:17.414993+00,2017-04-25 20:10:17.41+00,0:00:00,0:22:00,\N,0.11,10,900
BLVDS,53.46652412,-113.5264901,34 AVE 111 - 119 ST,2803,1.8645,5490,76301,TRUE,2017-04-25 20:11:37.718544+00,2017-04-25 20:11:37.72+00,0:00:00,6:12:54,0,1.8645,,900
WALKWAY,53.46002601,-113.5941266,Btw. #329 &#327 Hunters Run,2806,0.013,5610,76302,TRUE,2017-04-25 20:11:37.790283+00,2017-04-25 20:11:37.79+00,0:00:00,0:02:36,0,0.013,,900
WALKWAY,53.46220687,-113.5919004,Btw. 539 & 554 Falconer Place,2807,0.014,5190,76303,TRUE,2017-04-25 20:11:37.86216+00,2017-04-25 20:11:37.86+00,0:00:00,0:02:48,0,0.014,,900
ROAD ISLAND & BACKAGE,53.42419622,-113.4554338,78 ST SW: ELLERSLIE ROAD - 11 AVE SW,2811,0.041,6213,75254,TRUE,2017-04-25 20:10:17.48723+00,2017-04-25 20:10:17.49+00,0:00:00,0:08:12,0,0.041,25,900
WINDSOR PARK SCHOOL/PLGD,53.52423438,-113.5359884,88 AVE-118 ST,2812,1.263,5580,76304,TRUE,2017-04-25 20:11:37.93336+00,2017-04-25 20:11:37.93+00,0:21:00,1:52:36,0.7,0.563,,930
STRATHCONA SCHOOL,53.51978075,-113.5019704,84 AVE-105 ST,2813,0.16,5480,75255,TRUE,2017-04-25 20:10:17.561638+00,2017-04-25 20:10:17.56+00,0:00:00,0:32:00,\N,0.16,3,900
GARNEAU SCHOOL/PLAYGROUND,53.52240548,-113.513613,86 AVE-109 ST,2814,0.754,5200,76305,TRUE,2017-04-25 20:11:38.003702+00,2017-04-25 20:11:38+00,0:00:00,2:30:48,0,0.754,,930
WALKWAY,53.41708265,-113.5081876,#1718 Bownesss Wynd to #1849 Bowman Point,2820,0.038,5453,76306,TRUE,2017-04-25 20:11:38.076154+00,2017-04-25 20:11:38.08+00,0:00:00,0:07:36,0,0.038,,900
WESTBROOK SIGN BED,53.46227281,-113.5390154,119 ST WESTBROOK DR - 34 AVE,2823,0.285,5490,76307,TRUE,2017-04-25 20:11:38.147934+00,2017-04-25 20:11:38.15+00,0:00:00,0:57:00,0,0.285,,900
RAINBOW ROAD,53.48144791,-113.5497135,44 AVE: 122 - 132 ST,2824,1.782,5560,76308,TRUE,2017-04-25 20:11:38.228718+00,2017-04-25 20:11:38.23+00,0:00:00,5:56:24,0,1.782,,900
WALKWAY,53.46489994,-113.5866746,Btw. #307-#309 FERRIS WAY,2825,0.017,5190,76309,TRUE,2017-04-25 20:11:38.298753+00,2017-04-25 20:11:38.3+00,0:00:00,0:03:24,0,0.017,,900
Storm Water Lake,53.44666423,-113.5880112,1697 Toane WYND,2826,1.576,5640,76310,TRUE,2017-04-25 20:11:38.369648+00,2017-04-25 20:11:38.37+00,0:30:00,1:55:12,1,0.576,,900
SWMF & WALKWAYS (3),53.4606655,-113.5639836,Hayworth Crescent to Hudson Boulevard/Rabbit Hill Road - Trans Alta R.O.W. to Hodgson Blv.,2827,1.112,5620,76311,TRUE,2017-04-25 20:11:38.441003+00,2017-04-25 20:11:38.44+00,0:16:21,1:53:24,0.545,0.567,,900
WALKWAY,53.45323025,-113.5938083,Btw. 2330 & 2334 Hagen Link,2828,0.016,5610,76312,TRUE,2017-04-25 20:11:38.512361+00,2017-04-25 20:11:38.51+00,0:00:00,0:03:12,0,0.016,,900
ROAD BUFFER,53.42502398,-113.5198188,Ellerslie Rd (9 Ave. SW) N. & Center - SCHOOL to 111 Street,2835,0.637,5452,76313,TRUE,2017-04-25 20:11:38.582918+00,2017-04-25 20:11:38.58+00,0:12:00,0:47:24,0.4,0.237,,900
Municipal Reserve,53.44803943,-113.5597389,243 Magrath Boulevard,2837,0.056,5477,76314,TRUE,2017-04-25 20:11:38.652935+00,2017-04-25 20:11:38.65+00,0:00:00,0:11:12,0,0.056,,900
GREENFIELD/ST STANISLAUS SCHOOLS/PARK/PLGD,53.47364825,-113.5249193,37B AVE-114 ST,2842,8.223,5220,76315,TRUE,2017-04-25 20:11:38.723508+00,2017-04-25 20:11:38.72+00,3:12:52,5:58:48,6.429,1.794,,930
SHERWOOD PARK FREEWAY,53.51414833,-113.4213001,S/S SH PK FREEWAY: OVERPASS - 50 ST(34 St to 50 St),2846,1.107,6160,75256,TRUE,2017-04-25 20:10:17.713401+00,2017-04-25 20:10:17.71+00,0:28:14,0:33:12,0.941,0.166,3,900
WALKWAY,53.47133699,-113.5957064,Btw. #952 & #948 HEACOCK ROAD,2847,0.02,5230,76316,TRUE,2017-04-25 20:11:38.795388+00,2017-04-25 20:11:38.8+00,0:00:00,0:04:00,0,0.02,,900
QUEEN ALEXANDRA SCHOOL,53.51359696,-113.5049073,78 AVE-107 ST,2854,1.58,5330,76317,TRUE,2017-04-25 20:11:38.865816+00,2017-04-25 20:11:38.87+00,0:31:46,1:44:12,1.059,0.521,,930
ST AGNES SCHOOL,53.49963223,-113.5060312,62 AVE-106A ST,2859,0.893,5010,76318,TRUE,2017-04-25 20:11:38.936742+00,2017-04-25 20:11:38.94+00,0:21:54,0:32:36,0.73,0.163,,930
RITCHIE SCHOOL,53.51080315,-113.4810636,97 ST-75 AVE,2860,1.919,6610,75257,TRUE,2017-04-25 20:10:17.786764+00,2017-04-25 20:10:17.79+00,0:08:38,5:26:12,0.288,1.631,1,900
ROADWAY,53.44309506,-113.4053314,N/S & W/S MILL WOODS ROAD: 17 AVE - 46 ST,2870,0.125,6580,75258,TRUE,2017-04-25 20:10:17.857261+00,2017-04-25 20:10:17.86+00,0:00:00,0:25:00,\N,0.125,6,900
DUGGAN/ST AUGUSTINE SCHOOLS/PARK/PLGD,53.47280759,-113.50692,36A AVE-106 ST,2871,8.005,5160,76319,TRUE,2017-04-25 20:11:39.006641+00,2017-04-25 20:11:39.01+00,3:12:07,5:20:12,6.404,1.601,,930
PARK AND ENVIRONMENTAL RESERVE,53.46002767,-113.557942,504 HODGSON ROAD & HODGSON BOULEVARD,2875,0.795,5620,76320,TRUE,2017-04-25 20:11:39.07829+00,2017-04-25 20:11:39.08+00,0:15:31,0:55:36,0.517,0.278,,900
ROADWAY,53.45516891,-113.4144723,S/S & C 23 AVE: 50 ST - MILLWOODS RD E,2892,0.787,6770,75259,TRUE,2017-04-25 20:10:17.930422+00,2017-04-25 20:10:17.93+00,0:00:00,2:37:24,0,0.787,5,900
ROAD ISLANDS (2),53.54508906,-113.4291529,NE OF 103 AVE-63A ST/COR 63A ST-103 AVE,2897,0.01,6240,75260,TRUE,2017-04-25 20:10:18.007528+00,2017-04-25 20:10:18.01+00,0:00:00,0:02:00,\N,0.01,9,900
ROAD ISLAND,53.54669991,-113.4305195,104 AVE-65 ST,2898,0.015,6240,75261,TRUE,2017-04-25 20:10:18.086526+00,2017-04-25 20:10:18.09+00,0:00:00,0:03:00,\N,0.015,7,900
ROAD ISLAND,53.5468906,-113.4283128,104 AVE-62 ST,2899,0.1,6240,75262,TRUE,2017-04-25 20:10:18.1644+00,2017-04-25 20:10:18.16+00,0:00:00,0:20:00,\N,0.1,8,900
ROAD BUFFER/MEDIAN,53.54251483,-113.4338293,101A AVE-67-70 ST,2900,0.099,6730,75263,TRUE,2017-04-25 20:10:18.240125+00,2017-04-25 20:10:18.24+00,0:00:00,0:19:48,\N,0.099,8,900
WALKWAY,53.45163922,-113.4149347,48 ST - 20A AVE,2904,0.01,6580,75264,TRUE,2017-04-25 20:10:18.319472+00,2017-04-25 20:10:18.32+00,0:00:00,0:02:00,\N,0.01,12,900
BLVDS & ROAD ISLANDS (2),53.45914151,-113.391646,28A AVE: 34 ST - 33 ST,2905,0.036,6442,75265,TRUE,2017-04-25 20:10:18.395203+00,2017-04-25 20:10:18.4+00,0:00:00,0:07:12,\N,0.036,2,900
ROADWAY BUFFER/MEDIAN,53.45914321,-113.4262274,SOUTH SIDE/C 28 AVE BTWN 66-50 ST,2913,0.626,6720,75266,TRUE,2017-04-25 20:10:18.546098+00,2017-04-25 20:10:18.55+00,0:09:00,1:05:12,0.3,0.326,2,900
ROADWAY,53.45858925,-113.439506,N/S 28 AVE: LAKEWOOD RD E - 66 ST,2914,0.567,6340,75267,TRUE,2017-04-25 20:10:18.618284+00,2017-04-25 20:10:18.62+00,0:05:37,1:16:00,0.187,0.38,4,900
ROADWAY (BEDS # 8&9 CONTRACTED) (P.P.),53.45856711,-113.4369712,N.S. 28 AVE BTWN PIPELINE & 66 ST,2915,1.097,6340,75268,TRUE,2017-04-25 20:10:18.689491+00,2017-04-25 20:10:18.69+00,0:27:58,0:33:00,0.932,0.165,9,900
UTILITY LOT,53.45812119,-113.6000814,#927 Hampton Court to #1032 Holgate Place,2916,0.038,5610,76321,TRUE,2017-04-25 20:11:39.148437+00,2017-04-25 20:11:39.15+00,0:00:00,0:07:36,0,0.038,,900
STEINHAUER SCHOOL/PARK/PLGD,53.46388565,-113.5056304,32A AVE-106 ST,2920,5.6,5470,76322,TRUE,2017-04-25 20:11:39.219925+00,2017-04-25 20:11:39.22+00,2:21:00,3:00:00,4.7,0.9,,930
UTILITY RIGHT OF WAY,53.45907884,-113.3992562,WEST OF 37 ST & NORTH OF 28 AVE,2921,0.444,6030,75269,TRUE,2017-04-25 20:10:18.760083+00,2017-04-25 20:10:18.76+00,0:11:19,0:13:24,0.377,0.067,8,900
ROAD BUFFER/MEDIAN,53.49143387,-113.5172225,111 ST 51 AVE - 55 AVE,2922,0.094,5270,76323,TRUE,2017-04-25 20:11:39.29438+00,2017-04-25 20:11:39.29+00,0:00:00,0:18:48,0,0.094,,900
ROAD BUFFER,53.50048202,-113.5123701,109 St - 62 Ave. to 64 Ave.,2928,0.242,5310,76324,TRUE,2017-04-25 20:11:39.364522+00,2017-04-25 20:11:39.36+00,0:00:00,0:48:24,0,0.242,,900
ROAD BUFFER,53.45861646,-113.4426731,N/S 28 AVE: MILL WOODS RD - LAKEWOOD RD,2935,0.853,6340,75270,TRUE,2017-04-25 20:10:18.839834+00,2017-04-25 20:10:18.84+00,0:00:00,2:50:36,0,0.853,3,900
WALKWAY (HOMEOWNERS ASSOCATION TITLE),53.4761517,-113.5656255,BESIDE 476 BUTCHART DRIVE,2937,0.032,5100,76325,TRUE,2017-04-25 20:11:39.437403+00,2017-04-25 20:11:39.44+00,0:00:00,0:06:24,0,0.032,,900
WALKWAY (HOMEOWNERS ASSOCATION TITLE),53.47878055,-113.5655134,#312 BURTON ROAD TO #320 BURTON ROAD,2938,0.151,5100,76326,TRUE,2017-04-25 20:11:39.508816+00,2017-04-25 20:11:39.51+00,0:00:00,0:30:12,0,0.151,,900
Park,53.45788112,-113.3791822,Silver Berry Road - 24 St,2941,0.038,6442,75271,TRUE,2017-04-25 20:10:18.918735+00,2017-04-25 20:10:18.92+00,0:00:00,0:07:36,\N,0.038,13,900
WALKWAY,53.454681,-113.5561072,#1239 Hollands Close to #815 Hollands Landing,2953,0.288,5620,76327,TRUE,2017-04-25 20:11:39.580813+00,2017-04-25 20:11:39.58+00,0:00:00,0:57:36,0,0.288,,900
WS ROADWAY/Pipeline,53.45106918,-113.4498968,W/S MILL WOODS ROAD: 23 AVE - 80 ST,2954,0.514,6680,75272,TRUE,2017-04-25 20:10:18.995329+00,2017-04-25 20:10:19+00,0:00:00,1:42:48,0,0.514,7,900
ROADWAY,53.4619236,-113.465737,ES 91 ST BTWN 28 & 34 AVE,2955,4.025,6750,75273,TRUE,2017-04-25 20:10:19.067784+00,2017-04-25 20:10:19.07+00,1:45:00,1:45:00,3.5,0.525,12,900
BLVDs & ROAD ISLAND,53.43597972,-113.6241597,Windermere Blvd & Watson Landing,2957,0.4607,5570,76328,TRUE,2017-04-25 20:11:39.65286+00,2017-04-25 20:11:39.65+00,0:00:00,1:32:08,0,0.461,,900
ROADWAY BUFFER,53.47495989,-113.3835263,N/S 38 AVE: 34 ST - 17 ST,2966,0.42,6390,75274,TRUE,2017-04-25 20:10:19.139802+00,2017-04-25 20:10:19.14+00,0:00:00,1:24:00,\N,0.42,33,900
Jackie Parker Recreation Area,53.4828979,-113.4211068,50 ST-44 AVE,2970,16.5327,6500,75275,TRUE,2017-04-25 20:10:19.296895+00,2017-04-25 20:10:19.3+00,7:01:35,8:15:59,14.053,2.48,1,920
ROAD BUFFER,53.45462328,-113.5391177,23 AVE-119-126 ST,2971,0.0747,5070,76329,TRUE,2017-04-25 20:11:39.723772+00,2017-04-25 20:11:39.72+00,0:00:00,0:14:56,0,0.075,,900
WALKWAY,53.46336809,-113.5176874,29B-30 AVE-111A ST,2972,0.078,5490,76330,TRUE,2017-04-25 20:11:39.794525+00,2017-04-25 20:11:39.79+00,0:00:00,0:15:36,0,0.078,,900
SHERWOOD PARK FREEWAY,53.51591628,-113.4046955,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,2973,3.413,6540,75276,TRUE,2017-04-25 20:10:19.37037+00,2017-04-25 20:10:19.37+00,1:27:02,1:42:24,2.901,0.512,9,900
WALKWAY,53.47093701,-113.404104,BTWN. 3812/3814 - 44ST.,2974,0.018,6370,75277,TRUE,2017-04-25 20:10:19.440422+00,2017-04-25 20:10:19.44+00,0:00:00,0:03:36,\N,0.018,35,900
WALKWAY - TOP OF BANK,53.47167685,-113.4076796,BEHIND 3814 - 44 ST TO KULAWY DRIVE,2975,0.326,6370,75278,TRUE,2017-04-25 20:10:19.511857+00,2017-04-25 20:10:19.51+00,0:00:00,1:05:12,\N,0.326,36,900
TERWILLEGAR DRIVE,53.46320224,-113.5858955,Terwilleger Drive - Rabbit Hill Road to Foot Bridge,2976,0.874,5130,76331,TRUE,2017-04-25 20:11:39.866318+00,2017-04-25 20:11:39.87+00,0:19:37,0:44:00,0.654,0.22,,910
MALMO PLAINS SCHOOL/PLGD,53.48440534,-113.5305618,48 AVE-115 ST,2978,3.026,5280,76332,TRUE,2017-04-25 20:11:39.937278+00,2017-04-25 20:11:39.94+00,1:03:00,3:05:12,2.1,0.926,,930
ROADWAY MEDIAN,53.49343282,-113.4670906,E/S & C 91 ST: -BTWN 58 & 63 AVE,2985,0.812,6090,75279,TRUE,2017-04-25 20:10:19.583127+00,2017-04-25 20:10:19.58+00,0:20:42,0:24:24,0.69,0.122,1,900
ROAD BUFFER/MERIDEAN/ISLAND,53.49858577,-113.5158266,61 AVE-109-113 ST,2988,2.204,5310,76333,TRUE,2017-04-25 20:11:40.010715+00,2017-04-25 20:11:40.01+00,0:51:36,1:36:48,1.72,0.484,,930
ROADWAY,53.44415821,-113.5401771,#1104 to #1220 - 119 St,2990,0.172,5511,76334,TRUE,2017-04-25 20:11:40.082531+00,2017-04-25 20:11:40.08+00,0:00:00,0:34:24,0,0.172,,900
CALGARY TRAIL/SIGN BEDS,53.40868058,-113.502772,Gateway Blvd. - Boundary Rd. to Ellerslie Rd.,2991,4.373,6214,76335,TRUE,2017-04-25 20:11:40.153433+00,2017-04-25 20:11:40.15+00,2:11:11,0:00:00,4.373,0,,930
ST MARTINS SCHOOL,53.48911263,-113.5223643,51 AVE-114 ST,2992,2.022,5270,76336,TRUE,2017-04-25 20:11:40.224599+00,2017-04-25 20:11:40.22+00,0:30:40,3:20:00,1.022,1,,930
ROADWAY MEDIAN,53.49806329,-113.4674924,W/S 91 ST: 61 - 63 AVE,2996,0.057,6650,75280,TRUE,2017-04-25 20:10:19.734276+00,2017-04-25 20:10:19.73+00,0:00:00,0:11:24,0,0.057,1,900
BROOKSIDE SCHOOL/PARK/PLGD,53.49160219,-113.5693168,55 AVE-143 ST,2997,4.205,5090,76337,TRUE,2017-04-25 20:11:40.29535+00,2017-04-25 20:11:40.3+00,1:34:37,3:30:12,3.154,1.051,,900
TEMPO SCHOOL CHARGEOUT,53.49441798,-113.5738646,5803-148 ST,2998,0.698,5080,76338,TRUE,2017-04-25 20:11:40.369694+00,2017-04-25 20:11:40.37+00,0:17:53,0:20:24,0.596,0.102,,900
Snow Valley Ski Club,53.48413627,-113.558145,45 AVE-132 ST,3003,1.167,5550,76339,TRUE,2017-04-25 20:11:40.509657+00,2017-04-25 20:11:40.51+00,0:35:01,0:00:00,1.167,0,,900
WALKWAY,53.46205005,-113.4981424,30 AVE-105 ST,3007,0.016,5470,76340,TRUE,2017-04-25 20:11:40.579921+00,2017-04-25 20:11:40.58+00,0:00:00,0:03:12,0,0.016,,900
WALKWAY,53.45443713,-113.5547446,Btw. #823 & #827 Hollands Landing - to 23 Ave.,3008,0.015,5620,76341,TRUE,2017-04-25 20:11:40.650513+00,2017-04-25 20:11:40.65+00,0:00:00,0:03:00,0,0.015,,900
Backage,53.43702428,-113.6231656,Warry Link Washburn Dr to Warry Way,3009,0.0231,5575,76342,TRUE,2017-04-25 20:11:40.721204+00,2017-04-25 20:11:40.72+00,0:00:00,0:04:38,0,0.023,,900
WALKWAY,53.4692504,-113.3698736,BETWEEN 1805 & 1809 - 35 AVE,3017,0.017,6790,75281,TRUE,2017-04-25 20:10:19.805581+00,2017-04-25 20:10:19.81+00,0:00:00,0:03:24,\N,0.017,41,900
WALKWAY,53.48169349,-113.4117433,4616-43A AVE-CONNECTS TO 44 AVE,3025,0.118,6330,75282,TRUE,2017-04-25 20:10:19.876308+00,2017-04-25 20:10:19.88+00,0:00:00,0:23:36,\N,0.118,8,900
ROADWAY BLVD,53.47320273,-113.4063568,WEST SIDE 44 ST-BTWN KULAWY GATE-38 AV,3026,0.132,6370,75283,TRUE,2017-04-25 20:10:19.946518+00,2017-04-25 20:10:19.95+00,0:00:00,0:26:24,\N,0.132,24,900
PIPELINE R.O.W.,53.48179332,-113.4036836,38 ST - 34 ST & Whitemud Dr - Mill Creek Ravine,3041,5.75,6370,75284,TRUE,2017-04-25 20:10:20.019083+00,2017-04-25 20:10:20.02+00,2:11:24,4:34:00,4.38,1.37,11/31/17/24,900
ROADWAY,53.46526212,-113.4434709,NORTH SIDE 34 AVE BTWN MILLWOODS RD W-,3043,0.98,6400,75285,TRUE,2017-04-25 20:10:20.09038+00,2017-04-25 20:10:20.09+00,0:00:00,3:16:00,\N,0.98,2,900
ROADWAY,53.47414851,-113.4419587,SS 38 AVE BTWN MILLBOURNE RD E & 66 ST,3044,0.234,6400,75286,TRUE,2017-04-25 20:10:20.162423+00,2017-04-25 20:10:20.16+00,0:00:00,0:46:48,0,0.234,6,900
TERWILLEGAR DRIVE,53.46476539,-113.5840549,E/S Terwillegar Drive: AltaLink - Rabbit Hill Road,3049,0.8058,5130,76343,TRUE,2017-04-25 20:11:40.791588+00,2017-04-25 20:11:40.79+00,0:00:00,2:41:09,0,0.806,,900
MOUNT CARMEL SCHOOL,53.5127943,-113.5022969,76 AVE-106 ST,3070,1.111,5330,76344,TRUE,2017-04-25 20:11:40.861469+00,2017-04-25 20:11:40.86+00,0:23:20,1:06:36,0.778,0.333,,930
SWMF,53.44033541,-113.5719223,7085 South Terwilleger Drive,3077,1.988,5640,76345,TRUE,2017-04-25 20:11:40.93264+00,2017-04-25 20:11:40.93+00,0:44:24,1:41:36,1.48,0.508,,900
SOUTH LRT EXTENSION,53.5096331,-113.5259846,114 ST University Ave - Belgravia Rd & 114 Street - 76 Ave. to 71 Ave.,3081,1.766,5290,76346,TRUE,2017-04-25 20:11:41.002967+00,2017-04-25 20:11:41+00,0:00:00,5:53:12,0,1.766,,900
BLVD Backage,53.45314184,-113.4241951,22 Ave: 52 St - 57 St,3082,0.309,6400,75287,TRUE,2017-04-25 20:10:20.234769+00,2017-04-25 20:10:20.23+00,0:00:00,1:01:48,\N,0.309,6,900
WALKWAY,53.41806901,-113.4432599,18 Ave SW & 67 St SW,3083,0.014,6213,75288,TRUE,2017-04-25 20:10:20.306428+00,2017-04-25 20:10:20.31+00,0:00:00,0:02:48,0,0.014,58,900
ROAD ISLAND,53.54291355,-113.4167825,48 ST-102 AVE,3107,0.044,6270,75289,TRUE,2017-04-25 20:10:20.378803+00,2017-04-25 20:10:20.38+00,0:00:00,0:08:48,\N,0.044,9,900
ROAD ISLAND,53.54564077,-113.4082179,42 ST-BTWN-103-104 AVE,3108,0.05,6270,75290,TRUE,2017-04-25 20:10:20.449701+00,2017-04-25 20:10:20.45+00,0:00:00,0:10:00,\N,0.05,8,900
UTILITY LOT,53.54680764,-113.4091794,4220-104 AVE,3109,0.023,6270,75291,TRUE,2017-04-25 20:10:20.520531+00,2017-04-25 20:10:20.52+00,0:00:00,0:04:36,\N,0.023,10,900
WHITEMUD DRIVE 34 ST. TO 17 ST.,53.48371715,-113.3796571,34 ST - SIGN BED,3110,1.987,6690,75292,TRUE,2017-04-25 20:10:20.608184+00,2017-04-25 20:10:20.61+00,0:00:00,6:37:25,0,1.987,,910
ROADWAY,53.45860139,-113.4568305,SOUTH SIDE 28 AVE-BTWN 91 ST-MILLWOODS,3115,0.798,6470,75293,TRUE,2017-04-25 20:10:20.678162+00,2017-04-25 20:10:20.68+00,0:00:00,2:39:36,\N,0.798,4,900
WALKWAY,53.46680758,-113.4463967,CONNECTS MILLBOURNE RD-34 AVE-71 ST,3116,0.528,6400,75294,TRUE,2017-04-25 20:10:20.748376+00,2017-04-25 20:10:20.75+00,0:00:00,1:45:36,\N,0.528,11,900
ROADWAY,53.45249733,-113.4573378,NORTH SIDE 23 AVE-BTWN 91 ST-MILLWOODS,3119,1.058,6470,75295,TRUE,2017-04-25 20:10:20.823592+00,2017-04-25 20:10:20.82+00,0:00:00,3:31:36,\N,1.058,2,900
ROAD ISLAND PIP,53.55182718,-113.4070157,42 ST-106 AVE,3120,0.07,6270,75296,TRUE,2017-04-25 20:10:20.893753+00,2017-04-25 20:10:20.89+00,0:00:00,0:14:00,\N,0.07,6,900
Gold Bar Ravine,53.55432133,-113.4081388,106 AVE & 43 ST,3121,0.465,6620,75297,TRUE,2017-04-25 20:10:20.965148+00,2017-04-25 20:10:20.97+00,0:11:51,0:14:00,0.395,0.07,51,920
ROADWAY,53.44388492,-113.4647041,E/S 91 ST BTWN 6 - 23 AVE,3122,2.6884,6680,75298,TRUE,2017-04-25 20:10:21.037908+00,2017-04-25 20:10:21.04+00,0:00:00,8:57:41,0,2.688,9,900
ROAD ISLAND,53.54648448,-113.4134813,46A ST-104 AVE,3123,0.06,6270,75299,TRUE,2017-04-25 20:10:21.112538+00,2017-04-25 20:10:21.11+00,0:00:00,0:12:00,\N,0.06,7,900
ROADWAY,53.44975358,-113.4357751,WEST SIDE 66 ST BTWN MILLWOODS RD S-23,3127,0.798,6200,75300,TRUE,2017-04-25 20:10:21.186433+00,2017-04-25 20:10:21.19+00,0:00:00,2:39:36,\N,0.798,4,900
WALKWAY System,53.41721402,-113.5384327,S of 15 Ave between 124 & 125 St,3129,0.272,5454,76347,TRUE,2017-04-25 20:11:41.073489+00,2017-04-25 20:11:41.07+00,0:00:00,0:54:24,0,0.272,,900
WALKWAY,53.46737894,-113.5853184,BTWN #242 Ferguson PLACE-#127 FARNELL CL,3130,0.109,5190,76348,TRUE,2017-04-25 20:11:41.143642+00,2017-04-25 20:11:41.14+00,0:00:00,0:21:48,0,0.109,,900
ROAD ISLAND,53.55237309,-113.415435,47 ST-106A AVE,3134,0.111,6270,75301,TRUE,2017-04-25 20:10:21.260623+00,2017-04-25 20:10:21.26+00,0:00:00,0:22:12,0,0.111,5,900
BLVDs,53.44970108,-113.5578229,Magrath Blv. East from Rabbit Hill Rd,3136,0.037,5477,76349,TRUE,2017-04-25 20:11:41.2147+00,2017-04-25 20:11:41.21+00,0:00:00,0:07:24,0,0.037,,900
ROADWAY-34 AVE,53.4660236,-113.4753085,S/S & C 34 AVE: 103 ST - 91 ST,3163,0.561,6570,75302,TRUE,2017-04-25 20:10:21.332697+00,2017-04-25 20:10:21.33+00,0:04:12,1:24:12,0.14,0.421,5,900
WALKWAY,53.46715504,-113.4390903,LEE RIDGE RD-CONNECTING 66 ST-SE CORNE,3170,0.378,6400,75303,TRUE,2017-04-25 20:10:21.404736+00,2017-04-25 20:10:21.4+00,0:00:00,1:15:36,\N,0.378,12,900
BLVDs and ROAD ISLANDs,53.45178636,-113.5598563,Magrath Rd.23 Ave - Magrath Blvd,3171,0.18,5477,76350,TRUE,2017-04-25 20:11:41.284693+00,2017-04-25 20:11:41.28+00,0:00:00,0:36:00,0,0.18,,900
ST BRENDAN SCHOOL,53.52930644,-113.424802,93A AVE-58 ST,3182,7.33,6550,75304,TRUE,2017-04-25 20:10:21.47568+00,2017-04-25 20:10:21.48+00,3:06:54,3:40:00,6.23,1.1,3,900
ROADWAY,53.4546497,-113.4039146,S/S & C 23 AVE: MILL WOODS RD EAST - 38 ST,3183,0.612,6150,75305,TRUE,2017-04-25 20:10:21.546638+00,2017-04-25 20:10:21.55+00,0:00:00,2:02:24,0,0.612,16,900
BERM (BACK ALLEY),53.4856364,-113.5692627,144 ST-46-52 AVE,3191,1.872,5090,76351,TRUE,2017-04-25 20:11:41.355263+00,2017-04-25 20:11:41.36+00,0:44:33,1:17:24,1.485,0.387,,930
UTILITY LOT,53.44124686,-113.4940061,104 ST-10-10A AVE,3195,0.049,5030,76352,TRUE,2017-04-25 20:11:41.430526+00,2017-04-25 20:11:41.43+00,0:00:00,0:09:48,0,0.049,,900
ROADWAY,53.45344629,-113.4413081,SOUTH SIDE/C 23AVE BTWN MILLWOODS RD and 66 ST,3196,1.544,6510,75306,TRUE,2017-04-25 20:10:21.689794+00,2017-04-25 20:10:21.69+00,0:27:54,2:02:48,0.93,0.614,5,900
Alley WALKWAY,53.42043577,-113.4567506,15 Ave SW & 78 St SW,3202,0.016,6213,75307,TRUE,2017-04-25 20:10:21.760179+00,2017-04-25 20:10:21.76+00,0:00:00,0:03:12,0,0.016,59,900
BLVD,53.44360437,-113.5567336,3719 Mclay Green to 4115 MacNeil Court & 4377 McClung Cr. To 7282 May Rd.,3242,5,5477,76353,TRUE,2017-04-25 20:11:41.501479+00,2017-04-25 20:11:41.5+00,0:00:00,0:07:18,0,0.036,,900
ROADWAY BLVD,53.4719371,-113.4023761,NORTH SIDE 38 AVE-BTWN 41-44 ST,3245,0.079,6370,75308,TRUE,2017-04-25 20:10:21.83179+00,2017-04-25 20:10:21.83+00,0:00:00,0:15:48,\N,0.079,25,900
ROAD BUFFER/MEDIAN/ISLANDS,53.44793404,-113.516024,W/S & C 111 ST: 23 AVE - BRIDGE (RAVINE),3249,1.3636,5050,76354,TRUE,2017-04-25 20:11:41.641883+00,2017-04-25 20:11:41.64+00,0:32:44,0:54:33,1.091,0.273,,900
