SORT,Lead (NEIGHBOURHOOD route),service_site_ID,Neighborhood,Adddress,Service_level,"X""s",PINSITE_ID,PKSITE_NO,service_location_name,DESCRIPTION,SITE#,lat,long,service_area,580D,72GM,580D Rate,72GM Rate,Service-Duration for 580D,Service-Duration for 72GM,Old District,Weekend/School Route,2017 WIP Area,SLIM_AREA,NOTES,,,,,,,,
1194,SW#4 Kelvin,,Henderson,648 HENDERSON ST - 715 HETU LANE,B1,11,1552,1552,WALKWAY,WALKWAY,HE15,53.469215800,-113.599433700,0.0180,0.000,0.018,2,0.3,0:00:00,0:03:36,SW,,,,,,,,,,,,
1195,SW#4 Kelvin,,Henderson,NEXT TO #808 HEPBURN AVE,B1,11,1553,1553,ALLEY,ALLEY,HE14,53.468388430,-113.599459100,0.0230,0.000,0.023,2,0.3,0:00:00,0:04:36,SW,,,,,,,,,,,,
1196,SW Stacey,,Terwilleger TOWNE,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,B1,11,1555,1555,Dry Pond and WALKWAY,Dry Pond and Walkway,TT8,53.452378120,-113.567090300,1.8110,1.392,0.419,2,0.3,0:41:46,1:23:48,SW,,,,,,,,,,,,
1197,SW#4 Kelvin,,Brander Gardens,POCKET PARK ADJCENT TO 14515 66 AVE,B1,11,1557,1557,ROAD BUFFER,BRANDER DRIVE,PIN 1557,53.501082700,-113.571527200,0.1088,0.000,0.109,2,0.3,0:00:00,0:21:46,SW,,,,,,,,,,,,
1198,SW#4 Kelvin,,Brander Gardens,64 AVE-150 ST,B1,11,1558,1558,ROAD ISLAND,ROAD ISLAND,BG9,53.497631400,-113.579640000,0.0340,0.000,0.034,2,0.3,0:00:00,0:06:48,SW,,,,,,,,,,,,
1199,SW#2 Norm,,Skyrattler,SADDLEBACK ROAD-114 ST,A2,12,1566,1566,SKYRATTLER SCHOOL/PARK/PLGD,SKYRATTLER SCHOOL/PARK/PLGD,SK4,53.450794120,-113.523080200,4.0680,3.813,0.255,2,0.3,1:54:23,0:51:00,SW,,,,,,,,,,,,
1200,SW#2 Norm,,Blue Quill,29 AVE-118 ST,B1,11,1569,1569,WALKWAY,WALKWAY,BQ11,53.461143790,-113.537648300,0.0160,0.000,0.016,2,0.3,0:00:00,0:03:12,SW,,,,,,,,,,,,
1201,SW#2 Norm,,Skyrattler,18 Ave. - 114 to 118 street,B1,11,1571,1571,WALKWAY ACROSS N.A.B.C. LAND - CITY RESPONSIBLE,RAVINE BUFFER,SK2,53.449274130,-113.527370800,0.1950,0.000,0.195,2,0.3,0:00:00,0:39:00,SW,,,,,,,,,,,,
1202,SW#2 Norm,,Twin Brooks,112B ST-8 AVE,B1,11,1573,1573,WALKWAY,WALKWAY,TB53,53.437619160,-113.523183400,0.0160,0.000,0.016,2,0.3,0:00:00,0:03:12,SW,,,,,,,,,,,,
1203,SW#2 Norm,,Twin Brooks,#803-116 ST,B1,11,1574,1574,WALKWAY,WALKWAY,TB49,53.436963700,-113.532870600,0.0160,0.000,0.016,2,0.3,0:00:00,0:03:12,SW,,,,,,,,,,,,
1204,SW#4 Kelvin,,Bulyea Heights,BURTON ROAD-BUTTERWORTH CLOSE,B1,11,1575,1575,PUL-WALKWAY,VIEWPOINT PARK,B26,53.478709780,-113.563123600,2.6180,2.160,0.458,2,0.3,1:04:48,1:31:36,SW,,,,,,,,,,,,
1205,SW#1 Andy,,Pleasantview,53 AVE-107 ST,B1,11,1579,1579,CAINE MEMORIAL PARK,CAINE MEMORIAL PARK,PL4,53.489941030,-113.507791400,0.4440,0.000,0.444,2,0.3,0:00:00,1:28:48,SW,,,,,,,,,,,,
1206,SW#2 Norm,,Lansdowne,47 AVE-125 ST,B1,11,1580,1580,NEIGHBOURHOOD PARK,NEIGHBOURHOOD PARK,LA7,53.485112980,-113.546728400,0.1450,0.000,0.145,2,0.3,0:00:00,0:29:00,SW,,,,,,,,,,,,
1207,SW#1 Andy,,Lendrum Place,55A AVE-113 ST,B1,11,1581,1581,NEIGHBORHOOD PARK,NEIGHBORHOOD PARK,L8,53.493690400,-113.521046300,0.0630,0.000,0.063,2,0.3,0:00:00,0:12:36,SW,,,,,,,,,,,,
1208,SW#1 Andy,,Duggan,106 ST-35-40 AVE,B1,11,1582,1582,ROAD MERIDEAN,ROAD ISLANDS,RD10,53.475734510,-113.511725100,0.2040,0.000,0.204,2,0.3,0:00:00,0:40:48,SW,,,,,,,,,,,,
1209,SW#1 Andy,,Rideau Park,42 AVE-107A ST,B1,11,1584,1584,WALKWAY,WALKWAY,RD5,53.478779030,-113.509252500,0.0430,0.000,0.043,2,0.3,0:00:00,0:08:36,SW,,,,,,,,,,,,
1210,SW#1 Andy,,Rideau Park,42-43 AVE-108-109A ST,B1,11,1585,1585,WALKWAY,WALKWAY,RD6,53.479936150,-113.511324600,0.0950,0.000,0.095,2,0.3,0:00:00,0:19:00,SW,,,,,,,,,,,,
1211,SW#1 Andy,,Windsor Park,118 ST-UNIVERSITY AVE-84 AVE,B1,11,1586,1586,WALKWAY,WALKWAY,W14,53.519140120,-113.534609300,0.0300,0.000,0.030,2,0.3,0:00:00,0:06:00,SW,,,,,,,,,,,,
1212,SW#1 Andy,,RiverValley Walterdale,WALTERDALE ROAD-105 ST,A2,12,1590,1590,John Walter Museum,John Walter Museum,5,53.528149060,-113.505259600,1.9330,1.140,0.793,2,0.3,0:34:12,2:38:36,SW,,,,,,,,,,,,
1213,SW Stacey,,Terwilleger TOWNE,4149 Tompkins Way,B1,11,1601,1601,PARK,Park,TT26,53.447558590,-113.579715900,0.4920,0.245,0.247,2,0.3,0:07:21,0:49:24,SW,,,,,,,,,,,,
1214,SW Stacey,,Terwilleger TOWNE,4617 Turner Square,B1,11,1602,1602,PARK,Park,TT25,53.445783330,-113.582442300,0.1270,0.000,0.127,2,0.3,0:00:00,0:25:24,SW,,,,,,,,,,,,
1215,SW#1 Andy,,Pleasantview,106 Street - 53 Ave. to 60A Ave.,B1,11,1610,1610,ROAD BUFFER (3 SECTIONS ADJACENT TO CEMETERY),ROAD BUFFER (3 sections adjacent to Cemetery),PL9,53.492062970,-113.504489300,0.1730,0.000,0.173,2,0.3,0:00:00,0:34:36,SW,,,,,,,,,,,,
1216,SW#1 Andy,,Belgravia,74 AVE-118 ST,B1,11,1619,1619,NEIGHBORHOOD PARK,NEIGHBORHOOD PARK,B8,53.509856210,-113.534910900,0.2290,0.000,0.229,2,0.3,0:00:00,0:45:48,SW,,,,,,,,,,,,
1217,SW#1 Andy,,Windsor Park,90A AVE-117 ST,B1,11,1629,1629,ROAD BUFFER,ROAD BUFFER,W4,53.525829830,-113.532636200,0.0230,0.000,0.023,2,0.3,0:00:00,0:04:36,SW,,,,,,,,,,,,
1218,SW#1 Andy,,Windsor Park,91 AVE-120 ST,B1,11,1630,1630,ROAD BUFFER,ROAD BUFFER,W3,53.527428090,-113.536324400,0.0420,0.000,0.042,2,0.3,0:00:00,0:08:24,SW,,,,,,,,,,,,
1219,SW#1 Andy,,Queen Alexandra,UNIVERSITY AVE-106 ST,B1,11,1633,1633,ROAD BUFFER,ROAD BUFFER,QA8,53.512587520,-113.504477900,0.0330,0.000,0.033,2,0.3,0:00:00,0:06:36,SW,,,,,,,,,,,,
1220,SW#1 Andy,,Belgravia,78 AVE-119 ST,B1,11,1634,1634,ROAD ISLAND,ROAD ISLAND,B15,53.514245470,-113.535512100,0.0200,0.000,0.020,2,0.3,0:00:00,0:04:00,SW,,,,,,,,,,,,
1221,SW#1 Andy,,Belgravia,76 AVE-115 ST,B1,11,1635,1635,ROAD BUFFER,ROAD BUFFER,B14,53.512505310,-113.528758800,0.0190,0.000,0.019,2,0.3,0:00:00,0:03:48,SW,,,,,,,,,,,,
1222,SW#1 Andy,,Queen Alexandra,73 AVE-108 ST,B1,11,1636,1636,QUEEN ALEXANDRA PARK/PLGD,QUEEN ALEXANDRA PARK/PLGD,QA7,53.509664210,-113.508331400,0.3840,0.240,0.144,2,0.3,0:07:12,0:28:48,SW,,,,,,,,,,,,
1223,SW#1 Andy,,Queen Alexandra,72 AVE-105 ST,B1,11,1637,1637,SOUTHSIDE ARENA,SOUTHSIDE ARENA,QA5,53.508091300,-113.501746000,0.2290,0.000,0.229,2,0.3,0:00:00,0:45:48,SW,,,,,,,,,,,,
1224,SW#1 Andy,,Windsor Park,86 AVE-118 ST,B1,11,1638,1638,NEIGHBORHOOD PARK,NEIGHBORHOOD PARK,W11,53.521873890,-113.534719300,0.0460,0.000,0.046,2,0.3,0:00:00,0:09:12,SW,,,,,,,,,,,,
1225,SW#1 Andy,,Belgravia,71A AVE-118-119 ST,B1,11,1639,1639,ROAD BUFFER,ROAD BUFFER,B3,53.507030400,-113.537020000,0.1720,0.000,0.172,2,0.3,0:00:00,0:34:24,SW,,,,,,,,,,,,
1226,SW#1 Andy,,Duggan,36 AVE-109 ST,B1,11,1656,1656,NEIGHBOURHOOD PARK,NEIGHBOURHOOD PARK,RD14,53.470116550,-113.511188700,0.3670,0.000,0.367,2,0.3,0:00:00,1:13:24,SW,,,,,,,,,,,,
1227,SW#2 Norm,,Sweet Grass,SADDLEBACK RD. 111 - 119 ST,B1,11,1663,1663,ROAD MERIDEAN,POWER LINE,SG5,53.461183880,-113.518258200,8.1304,6.5043,1.6261,2,0.3,3:15:08,5:25:13,SW,0.8,,8.1304,Used SLIM Area 80/20 RULE,,,,,,,,
1228,SW#2 Norm,,Blue Quill Estates,#43 BLUE QUILL CRESCENT,B1,11,1668,1668,ROAD ISLAND,ROAD ISLAND,BE4,53.460776110,-113.539899600,0.0090,0.000,0.009,2,0.3,0:00:00,0:01:48,SW,,,,,,,,,,,,
1229,SW#1 Andy,,Duggan,36 AVE-110 ST,B1,11,1675,1675,NEIGHBOURHOOD PARK,NEIGHBOURHOOD PARK,RD13,53.470113750,-113.514239900,0.2980,0.000,0.298,2,0.3,0:00:00,0:59:36,SW,,,,,,,,,,,,
1230,SW#2 Norm,,Twin Brooks,11628-12 AVE,B1,11,1676,1676,WALKWAY,WALKWAY,TB29,53.445154280,-113.535418000,0.0940,0.000,0.094,2,0.3,0:00:00,0:18:48,SW,,,,,,,,,,,,
1231,SW#4 Kelvin,,Rhatigan Ridge,#476 Romaniuk Rd. to #412 Rooney Cr.,B1,11,1677,1677,WALKWAY P.I.P.,WALKWAY,RR28,53.478296280,-113.598087500,0.0340,0.000,0.034,2,0.3,0:00:00,0:06:48,SW,,,,,,,,,,,,
1232,SW#2 Norm,,Twin Brooks,1123-116 ST,B1,11,1682,1682,ROAD ISLAND,ROAD ISLAND,TB37,53.443062480,-113.534771000,0.0120,0.000,0.012,2,0.3,0:00:00,0:02:24,SW,,,,,,,,,,,,
1233,SW#4 Kelvin,,Brookside,52 AVE-141 ST,A2,12,1687,1687,ROAD ISLAND,ROAD ISLAND,BR8,53.489473190,-113.564084500,0.0250,0.000,0.025,2,0.3,0:00:00,0:05:00,SW,,,,,,,,,,,,
1234,SW#4 Kelvin,,Brookside,58 AVE-143A ST,A2,12,1688,1688,ROAD ISLAND,ROAD ISLAND,BR14,53.494840500,-113.568233900,0.0170,0.000,0.017,2,0.3,0:00:00,0:03:24,SW,,,,,,,,,,,,
1235,SW#4 Kelvin,,Brookside,53 Ave. - Whitemud Dr. to 140 St.,A2,12,1689,1689,ROAD MEDIANS,ROAD MEDIANS,BR9,53.490430400,-113.567658100,0.1820,0.000,0.182,2,0.3,0:00:00,0:36:24,SW,,,,,,,,,,,,
1236,SW#2 Norm,,Steinhauer,33-33A AVE-107A-108 ST,B1,11,1690,1690,WALKWAY,WALKWAY,ST5,53.466029250,-113.508373300,0.0360,0.000,0.036,2,0.3,0:00:00,0:07:12,SW,,,,,,,,,,,,
1237,SW#4 Kelvin,,Brookside,56 AVE-141-145 ST,B1,11,1691,1691,PIPELINE RIGHT OF WAY,PIPELINE RIGHT OF WAY,BR17,53.493494080,-113.567368600,0.8780,0.790,0.088,2,0.3,0:23:42,0:17:36,SW,,,,,,,,,,,,
1238,SW#4 Kelvin,,Brander Gardens,147 ST-54-61 AVE,B1,11,1692,1692,BERM,BERM,BG4,53.495863360,-113.572988500,0.4750,0.234,0.241,2,0.3,0:07:01,0:48:12,SW,,,,,,,,,,,,
1239,SW#2 Norm,,Greenfield,36 AVE-113A ST,B1,11,1693,1693,ROAD ISLAND,ROAD ISLAND,GR7,53.470071170,-113.525362000,0.0630,0.000,0.063,2,0.3,0:00:00,0:12:36,SW,,,,,,,,,,,,
1240,SW#4 Kelvin,,Bulyea Heights,#301 Bulyea Rd. - #622 Butchart Wynd to #728 Burley Dr.,B1,11,1695,1695,ROAD ISLAND,RAVINE WALKWAY,B15,53.472169840,-113.569403700,0.0360,0.000,0.036,2,0.3,0:00:00,0:07:12,SW,,,,,,,,,,,,
1241,SW#2 Norm,,Blue Quill Estates,#21 BLUE QUILL CRESCENT,B1,11,1706,1706,ROAD ISLAND,ROAD ISLAND,BE3,53.459674100,-113.539322900,0.0150,0.000,0.015,2,0.3,0:00:00,0:03:00,SW,,,,,,,,,,,,
1242,SW#2 Norm,,Blue Quill Estates,2831-123 ST,B1,11,1707,1707,ROAD ISLAND,ROAD ISLAND,BE2,53.459990340,-113.540931300,0.0140,0.000,0.014,2,0.3,0:00:00,0:02:48,SW,,,,,,,,,,,,
1243,SW#2 Norm,,Blue Quill Estates,124A ST-28A-29 AVE,B1,11,1708,1708,WALKWAY,WALKWAY,BE6,53.459641550,-113.543665300,0.0340,0.000,0.034,2,0.3,0:00:00,0:06:48,SW,,,,,,,,,,,,
1244,SW#1 Andy,,River Valley Mayfair,116 ST-GROAT ROAD INTERCHANGE,B1,11,1710,1710,EMILY MURPHY PARK ROAD,EMILY MURPHY PARK ROAD,10,53.532214610,-113.534829900,0.2180,0.000,0.218,2,0.3,0:00:00,0:43:36,SW,,,,,,,,,,,,
1245,SW Stacey,,Windermere South,Windermere Dr. Windermere Blv. - 67 Windermere Dr walkway & from 67 Windemere Drive to 403 - 181 St,B1,11,1711,1711,RAVINE WALKWAY,Backage/Bush Walkway & PARK,WS3 & 4,53.435089630,-113.632582600,1.2480,0.753,0.495,2,0.3,0:22:35,1:39:00,SW,,,,,,,,,,,,
1246,SW Stacey,,Haddow,#819 Haliburton Court to #1683 Hector Road,B1,11,1716,1716,WALKWAY,WALKWAY,H10,53.454403270,-113.599491100,0.0330,0.000,0.033,2,0.3,0:00:00,0:06:36,SW,,,,,,,,,,,,
1247,SW#4 Kelvin,,Brookside,47 AVE-144 ST,A2,12,1720,1720,WILLIAM BRAMLEY-MOORE PARK,WILLIAM BRAMLEY - MOORE PARK,BR5,53.485578870,-113.568509200,0.5460,0.318,0.228,2,0.3,0:09:32,0:45:36,SW,,,,,,,,,,,,
1248,SW Stacey,,Blackmud Creek,#1622 Blackmore Court -#1743 Bowness Wynd,B1,11,1721,1721,WALKWAY,WALKWAY,BL15,53.418015980,-113.506120800,0.0290,0.000,0.029,2,0.3,0:00:00,0:05:48,SW,,,,,,,,,,,,
1249,SW Stacey,,Blackmud Creek,Between #1080 & #1082 Barnes Way,B1,11,1723,1723,WALKWAY,Walkway,BL5,53.424114850,-113.513167200,0.0270,0.000,0.027,2,0.3,0:00:00,0:05:24,SW,,,,,,,,,,,,
1250,SW#4 Kelvin,,Bulyea Heights,#448 BURTON ROAD,B1,11,1743,1743,448 BURTON ROAD,ROAD ISLAND P.I.P.,B29,53.477381130,-113.571344000,0.0110,0.000,0.011,2,0.3,0:00:00,0:02:12,SW,,,,,,,,,,,,
1251,SW#1 Andy,,Queen Alexandra,7103 - 105 Street,B1,11,1748,1748,E.F.C.L.,E.F.C.L.,QA6,53.507437210,-113.499579100,0.1160,0.000,0.116,2,0.3,0:00:00,0:23:12,SW,,,,,,,,,,,,
1252,SW Stacey,,Haddow,#1574 Hector Road to #1616 Hector Road,B1,11,1756,1756,WALKWAYS & RAVINE WALKWAY,(2)WALKWAYS/Ravine Walkway,H8,53.457434930,-113.605090100,0.2410,0.000,0.241,2,0.3,0:00:00,0:48:12,SW,,,,,,,,,,,,
1253,SW#4 Kelvin,,Rhatigan Ridge,403 REEVES CRESENT-RIVERBEND ROAD,B1,11,1757,1757,MARY LOBAY PARK/ WALKWAYS,MARY LOBAY PARK & 2 Walkways,RR12,53.473662470,-113.589202600,1.2000,0.958,0.242,2,0.3,0:28:44,0:48:24,SW,,,,,,,,,,,,
1254,SW#1 Andy,,Duggan,10931-34A AVE,B1,11,1761,1761,WALKWAY,WALKWAY,RD16,53.466852820,-113.511555300,0.0250,0.000,0.025,2,0.3,0:00:00,0:05:00,SW,,,,,,,,,,,,
1255,SW#2 Norm,,Steinhauer,33A AVE-108 ST,B1,11,1762,1762,WALKWAY,WALKWAY,ST4,53.466402190,-113.509434100,0.0150,0.000,0.015,2,0.3,0:00:00,0:03:00,SW,,,,,,,,,,,,
1256,SW#1 Andy,,Strathcona,Saskatchewan Drive - 99 ST to 104 ST,B1,11,1769,1769,SASKATCHEWAN DRIVE,SASKATCHEWAN DRIVE (NORTH SIDE),ST2,53.525118300,-113.491804400,0.4200,0.210,0.210,2,0.3,0:06:18,0:42:00,SW,,,,,,,,,,,,
1257,SW Stacey,,MacEwan,Btw.#1744 & #1740 Melrose Crescent,B1,11,1770,1770,WALKWAY,WALKWAY,ME16,53.431824850,-113.533739600,0.0140,0.000,0.014,2,0.3,0:00:00,0:02:48,SW,,,,,,,,,,,,
1258,SW Stacey,,Terwilleger South,Btw. #7464 & 7463 Singer Landing,B1,11,1772,1772,WALKWAY & ROAD ISLAND,Walkway,ST11,53.439033700,-113.571646800,0.0130,0.000,0.013,2,0.3,0:00:00,0:02:36,SW,,,,,,,,,,,,
1259,SW#4 Kelvin,,Brookside,144 ST-53-60 AVE,B1,11,1788,1788,BERM (BACK ALLEY),BERM (BACK ALLEY),BR16,53.494674040,-113.570956200,1.8570,1.486,0.371,2,0.3,0:44:35,1:14:12,SW,,,,,,,,,,,,
1260,SW#4 Kelvin,,GRANDVIEW HEIGHTS,114 ST - 122 ST (63 AVE),B2,8,1789,1789,BELGRAVIA ROAD,114 ST - 122 ST (63 AVE),68514,53.504356145,-113.536541105,0.6175,0.000,0.618,2,0.3,0:00:00,2:03:30,SW,Weekend - Roadway,0.01019056836,0.6175374431,"72"" - east edge of Belgravia Rd.",,,,,,,,
1261,SW#1 Andy,,Windsor Park,UNIVERSITY AVE-87 AVE,A2,12,1791,1791,SASKATCHEWAN DRIVE (WEST BUFFER),SASKATCHEWAN DRIVE (West Buffer),W8,53.520047760,-113.538729500,0.8940,0.750,0.144,2,0.3,0:22:30,0:28:48,SW,,,,,,,,,,,,
1262,SW#2 Norm,,Twin Brooks,12 AVE: 111 - 112A ST,B1,11,1793,1793,ROAD BUFFER/MEDIAN,ROAD BUFFER/MEDIAN(2),TB1,53.442913110,-113.519390100,0.3070,0.000,0.307,2,0.3,0:00:00,1:01:24,SW,,,,,,,,,,,,
1263,SW#4 Kelvin,,Lansdowne,122 Street - Whitemud Drive to 51 Ave.,B1,11,1794,1794,ROAD BUFFER,ROAD BUFFER/ISLAND W/S,LA9,53.485628930,-113.541490700,0.4910,0.000,0.491,2,0.3,0:00:00,1:38:12,SW,,,0.4193072454,,,,,,,,,
1264,SW#2 Norm,,Ermineskin,105 ST-23-29 AVE,B1,11,1796,1796,ROAD BUFFER,ROAD BUFFER,ER7,53.456874270,-113.500562200,0.3930,0.000,0.393,2,0.3,0:00:00,1:18:36,SW,,,,,,,,,,,,
1265,SW Stacey,,MacEwan,1620 Melrose Place,B1,11,1798,1798,Park,Neighbourhood Park,ME14,53.430936990,-113.531808900,0.2290,0.100,0.129,2,0.3,0:03:00,0:25:48,SW,,,,,,,,,,,,
1266,SW#2 Norm,,Twin Brooks,10 Ave. - 110A ST,B1,11,1799,1799,ROAD ISLAND,ROAD ISLAND,RC10,53.440350450,-113.515421700,0.0100,0.000,0.010,2,0.3,0:00:00,0:02:00,SW,,,,,,,,,,,,
1267,SW#4 Kelvin,,Falconer Heights,Btw. #1655 &#1659 Forbes Way,B1,11,1804,1804,Wallkway,WALKWAY,F4,53.468522060,-113.590567000,0.0170,0.000,0.017,2,0.3,0:00:00,0:03:24,SW,,,,,,,,,,,,
1268,SW#4 Kelvin,,Bulyea Heights,Terwilleger Drive: Rabbit Hill Road to 40 Ave.,B1,11,1805,1805,TERWILLEGAR DRIVE,TERWILLEGER DR single pass,B1,53.472255640,-113.578259400,2.5330,2.153,0.380,2,0.3,1:04:35,1:16:00,SW,Weekend - Roadway,,,,,,,,,,,
1269,SW#4 Kelvin,,Ramsey Heights,147 ST-45-51 AVE,B1,11,1816,1816,BERM,BERM,RH10,53.486264370,-113.573109600,0.8710,0.563,0.308,2,0.3,0:16:53,1:01:36,SW,,,,,,,,,,,,
1270,SW#4 Kelvin,,Brookside,Terwilleger Drive - Whitemud Drive,B2,8,1817,1817,WHITEMUD DRIVE,Terwilleger interchange,475,53.485889940,-113.570467800,2.0900,1.773,0.317,2,0.3,0:53:11,1:03:24,SW,Weekend - Roadway,,,,,,,,,,,
1271,SW#4 Kelvin,,Rideau Park,Whitemud - Calgary Trail,B2,8,1821,1821,Whitemud Drive Ramps,RAMPS,254,53.482568430,-113.514181600,2.7400,2.066,0.674,2,0.3,1:01:59,2:14:48,SW,Weekend - Roadway,,,,,,,,,,,
1272,SW#2 Norm,,Grandview Heights,125 ST-62 AVE,B1,11,1831,1831,GRANDVIEW DRIVE,GRANDVIEW DRIVE,GR5,53.501024940,-113.553824500,1.3260,0.876,0.450,2,0.3,0:26:17,1:30:00,SW,,,,,,,,,,,,
1273,SW#2 Norm,,Steinhauer,33A AVE-107 ST,B1,11,1846,1846,WALKWAY,WALKWAY,ST6,53.467108970,-113.504718200,0.0190,0.000,0.019,2,0.3,0:00:00,0:03:48,SW,,,,,,,,,,,,
1274,SW#4 Kelvin,,Brander Gardens,58 AVE-WHITEMUD DRIVE-BRANDER DRIVE,B1,11,1858,1858,PIPELINE RIGHT OF WAY,PIPELINE RIGHT OF WAY,BG10,53.495953870,-113.578627800,0.9320,0.615,0.317,2,0.3,0:18:27,1:03:24,SW,,,,,,,,,,,,
1275,SW#4 Kelvin,,Brookside,141 ST-53-60 AVE,A2,12,1859,1859,RAVINE BUFFER,RAVINE BUFFER,BR10,53.493714340,-113.563569900,0.4650,0.000,0.465,2,0.3,0:00:00,1:33:00,SW,,,,,,,,,,,,
1276,SW#1 Andy,,Belgravia,71A to 73 AVE-118 ST,B1,11,1861,1861,WALKWAY,WALKWAY,B6,53.507608490,-113.535983000,0.1130,0.000,0.113,2,0.3,0:00:00,0:22:36,SW,,,,,,,,,,,,
1277,SW#4 Kelvin,,Bulyea Heights,#200 BURTON ROAD,B1,11,1862,1862,ROAD ISLAND/ROAD BUFFER (SOUTH BACKAGE),ROAD ISLAND/ROAD BUFFER (SOUTH BACKAGE),B21,53.474687510,-113.570762600,0.6700,0.320,0.350,2,0.3,0:09:36,1:10:00,SW,,,,,,,,,,,,
1278,SW#4 Kelvin,,Rhatigan Ridge,Riddell St. - from #809 to #806 Romaniuk Place,B1,11,1864,1864,ROAD BUFFER,Backage,RR18,53.479264150,-113.590282100,0.0680,0.000,0.068,2,0.3,0:00:00,0:13:36,SW,,,,,,,,,,,,
1279,SW#1 Andy,,Empire Park,10510-48 AVE,A2,12,1866,1866,DR FRANCIS CRANG PARK/PLGD,DR FRANCIS CRANG PARK/PLGD,E4,53.486923270,-113.501095300,1.3510,0.820,0.531,2,0.3,0:24:36,1:46:12,SW,,,,,,,,,,,,
1280,SW#4 Kelvin,,Bulyea Heights,BULYEA ROAD-#900 BURLEY DRIVE,B1,11,1871,1871,RAVINE WALKWAY,RAVINE WALKWAY,B11,53.472072010,-113.568426300,0.6680,0.534,0.134,2,0.3,0:16:01,0:26:48,SW,,,,,,,,,,,,
1281,SW Stacey,,Blackmud Creek,behind #1423 Bishop Point to 103 Street - Ellerslie Road,B1,11,1873,1873,Municipal Reserve,Municipal Reserve/Park,BL12,53.420505090,-113.506417800,0.2520,0.000,0.252,2,0.3,0:00:00,0:50:24,SW,,,,,,,,,,,,
1282,SW#4 Kelvin,,Grandview Heights,122 St: 62 Ave to 63 Ave.,B1,11,1878,1878,BELGRAVIA ROAD,Road Buffer/Island,GR2,53.502561760,-113.541285000,0.1030,0.103,0.000,2,0.3,0:03:05,0:00:00,SW,Weekend - Roadway,,,,,,,,,,,
1283,SW#2 Norm,,Steinhauer,106 ST-29-34 AVE,A2,12,1885,1885,ROAD BUFFER,ROAD BUFFER,ST7,53.465014070,-113.503278400,0.5190,0.000,0.519,2,0.3,0:00:00,1:43:48,SW,Weekend - Roadway,,,,,,,,,,,
1284,SW#4 Kelvin,,Steinhauer,111 ST-29A to 34 AVE,A2,12,1886,1886,ROAD BUFFER/MEDIAN/ISLAND,ROAD BUFFER/MEDIAN/ISLAND,297,53.463935330,-113.515673100,2.3979,1.9183,0.4796,2,0.3,0:57:33,1:35:55,SW,Weekend - Roadway,,2.397880827,Used SLIM Area 80/20 RULE,,,,,,,,
1285,SW#1 Andy,,River Valley Mayfair,9330 Groat Road NW,A1,18,1893,1893,William Hawrelak Park,William Hawrelak Park,11,53.527604800,-113.547007200,30.3180,22.500,7.818,2,0.3,11:15:00,26:03:36,SW,CUT EVERY THURSDAY OR FRIDAY,,,"1-192"" and 4-72"" - The 590 is there all day, depending on how long the grass is or how busy the park is he may have to go back. 
The Groat road interchange on paper is mowed by the 590 but the small machines finish in the park before the 590 and they cut the area so it all gets done together.",,,,,,,,
1286,SW#4 Kelvin,,Ellerslie Industrial,2215 - Calgary trail South,B1,11,1897,1897,Gateway Park,Gateway Park lease lot,1203,53.413112860,-113.497332900,0.0680,0.000,0.068,2,0.3,0:00:00,0:13:36,SW,Weekend - Roadway,,10.71030183,Need to validate turf level,,,,,,,,
1287,SW#1 Andy,,Allendale,109 ST. - 62 to 64 Ave.,B1,11,1898,1898,MEDIANS,ROAD MEDIANS,A7,53.499056340,-113.511929800,0.8420,0.000,0.842,2,0.3,0:00:00,2:48:24,SW,,,,,,,,,,,,
1288,SW#2 Norm,,Royal Gardens,West side 111 ST: 40 AVE - WHITEMUD DRIVE,B1,11,1904,1904,ROAD BUFFER,West side 111 ST: 40 AVE - WHITEMUD DRIVE,,53.476950065,-113.516986961,0.4912,0.393,0.098,2,0.3,0:11:47,0:19:39,SW,Weekend - Roadway,,0.4912383963,Used 80 - 20 rule,,,,,,,,
1289,SW Stacey,,MacTaggert/McGrath,Rabbit Hill rd. - MacTaggart Drive/Rabbit Hill Rd: 23 AVE - TERWILLEGAR BLVD,B1,11,1909,1909,BLVDS,Backage/Entrance & Backages/Road Easement,TT1/MG2/MT25,53.447381900,-113.565547700,1.2530,0.824,0.429,2,0.3,0:24:43,1:25:48,SW,,,,,,,,,,,,
1290,SW#2 Norm,,Twin Brooks,#504-TWIN BROOKS BAY,B1,11,1913,1913,WALKWAY,WALKWAY,TB32,53.442343780,-113.529510600,0.0190,0.000,0.019,2,0.3,0:00:00,0:03:48,SW,,,,,,,,,,,,
1291,SW#2 Norm,,Ermineskin,28A AVE-105 ST,B1,11,1916,1916,WALKWAY,WALKWAY,ER8,53.459360180,-113.500161500,0.0180,0.000,0.018,2,0.3,0:00:00,0:03:36,SW,,,,,,,,,,,,
1292,SW Stacey,,Haddow,HEATH ROAD & RIVERBEND ROAD,B1,11,1917,1917,DRY POND AND UTILITY LOTS,DRY POND AND UTILITY LOTS,H4,53.460960720,-113.596900500,1.5020,1.189,0.313,2,0.3,0:35:40,1:02:36,SW,,,,,,,,,,,,
